ENEMY,ROWID,CH1Pos,CH2Pos,CH3Pos,CH4Pos,CH5Pos
1,185485,1,0,3,4,2
1,185487,0,3,2,1,4
1,185488,4,3,1,2,0
1,185490,1,2,0,4,3
1,185493,2,1,3,4,0
1,185495,4,1,2,0,3
1,185496,0,1,3,4,2
1,185500,1,2,4,0,3
1,185501,3,4,0,2,1
1,185504,0,3,2,4,1
1,185508,2,0,4,3,1
1,185511,2,3,0,4,1
1,185518,1,0,2,4,3
1,185520,4,2,0,3,1
1,185521,2,4,0,3,1
1,185523,0,4,1,2,3
1,185524,0,4,2,3,1
1,185525,3,1,0,4,2
1,185527,2,1,3,0,4
1,185528,1,2,0,4,3
1,185531,2,3,0,1,4
1,185538,3,4,1,2,0
1,185546,2,0,1,4,3
1,185552,1,4,3,2,0
1,185555,2,3,0,4,1
1,185562,1,4,0,3,2
1,185565,1,3,4,2,0
1,185570,2,4,0,3,1
1,185579,2,4,3,1,0
1,185582,4,3,1,2,0
1,185583,3,2,0,1,4
1,185586,1,0,2,4,3
1,185588,3,4,0,1,2
1,185589,2,3,1,4,0
1,185592,2,3,1,4,0
1,185606,1,2,0,3,4
1,185611,4,2,3,1,0
1,185612,3,1,2,0,4
1,185614,4,2,0,1,3
1,185620,1,3,0,2,4
1,185622,3,4,0,1,2
1,185624,3,1,2,0,4
1,185625,0,4,1,3,2
1,185628,3,2,1,0,4
1,185632,0,4,2,1,3
1,185638,1,0,4,2,3
1,185640,4,3,2,0,1
1,185647,3,4,1,2,0
1,185648,4,1,2,0,3
1,185659,4,2,0,3,1
1,185664,3,1,4,2,0
1,185665,1,3,4,0,2
1,185667,2,0,1,3,4
1,185668,2,3,4,1,0
1,185669,2,4,1,0,3
1,185670,4,1,0,3,2
1,185672,3,1,4,2,0
1,185674,0,4,3,2,1
1,185676,2,0,1,3,4
1,185677,1,0,4,2,3
1,185678,0,1,2,4,3
1,185686,3,2,4,1,0
1,185689,0,4,3,1,2
1,185690,3,0,4,2,1
1,185692,1,2,3,4,0
1,185696,1,3,0,4,2
1,185702,1,4,0,2,3
1,185704,2,4,0,1,3
1,185712,1,2,0,3,4
1,185723,0,3,1,4,2
1,185725,1,4,2,0,3
1,185730,0,3,1,4,2
1,185732,3,4,1,0,2
1,185733,4,0,2,3,1
1,185734,2,4,1,0,3
1,185741,1,0,4,2,3
1,185744,3,4,1,2,0
1,185746,0,3,1,4,2
1,185749,1,3,0,2,4
1,185751,2,3,1,0,4
1,185752,2,1,3,0,4
1,185754,1,4,0,3,2
1,185760,1,3,2,0,4
1,185761,3,1,2,4,0
1,185763,1,2,4,0,3
1,185767,3,1,2,0,4
1,185771,3,4,0,1,2
1,185777,3,2,1,4,0
1,185780,1,3,0,4,2
1,185783,4,0,2,3,1
1,185784,4,3,2,1,0
1,185789,1,4,0,3,2
1,185790,0,1,4,2,3
1,185797,3,1,0,4,2
1,185798,4,2,1,3,0
1,185805,3,0,2,1,4
1,185807,3,4,0,2,1
1,185811,1,4,3,0,2
1,185813,3,1,4,0,2
1,185819,3,4,0,1,2
1,185820,0,1,2,4,3
1,185822,1,0,2,3,4
1,185827,4,3,2,1,0
1,185828,2,0,3,4,1
1,185835,2,3,4,1,0
1,185837,3,1,4,0,2
1,185838,4,2,3,0,1
1,185839,3,2,4,1,0
1,185842,2,3,0,1,4
1,185847,0,3,1,2,4
1,185848,2,0,1,3,4
1,185849,2,3,4,1,0
1,185850,3,2,0,1,4
1,185851,1,0,2,3,4
1,185853,1,3,0,4,2
1,185863,3,1,4,2,0
1,185868,0,2,4,3,1
1,185871,4,2,0,3,1
1,185873,4,1,0,3,2
1,185874,2,1,0,3,4
1,185877,2,1,4,3,0
1,185881,1,2,4,3,0
1,185888,4,3,2,1,0
1,185893,2,4,3,0,1
1,185897,3,0,4,1,2
1,185898,2,0,4,1,3
1,185900,2,3,0,1,4
1,185901,2,4,3,0,1
1,185904,2,3,4,1,0
1,185905,0,2,4,1,3
1,185906,2,3,1,4,0
1,185911,4,0,3,2,1
1,185915,1,3,4,0,2
1,185918,0,1,2,4,3
1,185922,0,4,3,1,2
1,185923,0,4,3,1,2
1,185929,2,0,3,1,4
1,185930,3,2,4,1,0
1,185935,2,1,0,3,4
1,185937,3,0,4,2,1
1,185941,1,0,3,4,2
1,185942,3,0,1,4,2
1,185948,3,0,2,4,1
1,185957,1,0,2,4,3
1,185966,3,4,2,0,1
1,185968,1,0,2,3,4
1,185969,1,0,3,4,2
1,185972,1,0,3,2,4
1,185977,4,2,3,0,1
1,185984,2,4,3,1,0
1,185985,0,3,2,1,4
1,185986,1,0,4,3,2
1,185988,3,1,2,4,0
1,185991,2,1,0,4,3
1,185994,1,3,2,4,0
1,185996,2,1,3,4,0
1,186005,4,1,3,0,2
1,186006,1,0,4,3,2
1,186009,0,1,2,3,4
1,186013,2,1,4,0,3
1,186015,4,2,0,1,3
1,186016,1,3,2,0,4
1,186017,1,3,2,4,0
1,186019,4,0,2,3,1
1,186020,2,3,4,1,0
1,186021,0,2,3,1,4
1,186026,1,2,4,0,3
1,186029,2,0,3,4,1
1,186033,4,1,2,3,0
1,186035,4,2,0,3,1
1,186036,1,2,0,4,3
1,186038,4,1,2,3,0
1,186039,0,1,2,3,4
1,186043,0,1,2,3,4
1,186047,3,0,1,2,4
1,186054,2,0,4,1,3
1,186060,3,4,2,1,0
1,186067,0,4,3,2,1
1,186068,4,1,0,2,3
1,186072,0,4,2,1,3
1,186074,1,2,3,0,4
1,186075,0,3,2,1,4
1,186081,0,3,4,2,1
1,186094,0,1,2,4,3
1,186095,3,0,1,4,2
1,186096,3,4,1,2,0
1,186100,2,0,4,1,3
1,186103,3,4,0,2,1
1,186104,2,1,4,3,0
1,186105,1,4,3,0,2
1,186107,2,0,1,3,4
1,186108,2,1,0,4,3
1,186109,3,4,0,1,2
1,186111,4,3,2,1,0
1,186112,3,2,1,0,4
1,186114,1,2,3,4,0
1,186115,0,3,1,4,2
1,186117,2,4,1,3,0
1,186118,1,3,2,0,4
1,186120,1,4,0,3,2
1,186132,2,3,1,0,4
1,186133,0,3,4,2,1
1,186137,1,4,3,0,2
1,186139,3,1,2,0,4
1,186141,3,2,0,1,4
1,186145,3,1,4,2,0
1,186146,2,0,3,1,4
1,186149,1,2,4,3,0
1,186151,3,1,4,0,2
1,186152,3,0,1,2,4
1,186154,0,3,2,1,4
1,186155,3,0,2,1,4
1,186158,0,1,4,2,3
1,186159,0,4,1,3,2
1,186161,2,1,3,0,4
1,186162,0,4,3,1,2
1,186164,3,4,1,0,2
1,186165,4,3,2,1,0
1,186168,0,4,1,2,3
1,186169,1,0,2,4,3
1,186171,2,3,1,0,4
1,186172,3,0,1,2,4
1,186175,2,1,0,3,4
1,186177,0,4,1,2,3
1,186187,4,2,3,1,0
1,186196,2,4,0,1,3
1,186197,2,0,3,4,1
1,186200,3,1,2,4,0
1,186201,2,1,3,0,4
1,186202,0,4,2,1,3
1,186203,4,1,3,2,0
1,186207,1,2,4,3,0
1,186209,1,3,2,0,4
1,186212,0,1,2,4,3
1,186215,1,2,3,0,4
1,186223,0,1,3,2,4
1,186224,0,4,3,1,2
1,186228,3,4,0,1,2
1,186229,4,2,1,0,3
1,186230,0,1,2,3,4
1,186231,1,4,3,0,2
1,186237,4,3,0,1,2
1,186243,2,4,3,1,0
1,186247,2,1,4,0,3
1,186248,0,3,2,1,4
1,186249,1,3,4,0,2
1,186254,1,0,3,4,2
1,186256,3,1,4,2,0
1,186265,1,4,0,2,3
1,186276,3,1,4,2,0
1,186277,0,2,4,3,1
1,186279,4,2,1,0,3
1,186283,0,3,1,4,2
1,186287,0,4,1,2,3
1,186295,0,4,2,3,1
1,186298,0,3,1,4,2
1,186302,3,4,1,2,0
1,186303,1,4,0,3,2
1,186305,0,2,4,3,1
1,186308,3,1,4,0,2
1,186309,3,4,2,1,0
1,186311,0,2,3,1,4
1,186316,3,0,1,2,4
1,186317,3,2,0,1,4
1,186323,2,0,3,4,1
1,186324,2,3,1,4,0
1,186325,3,0,4,1,2
1,186327,3,0,1,4,2
1,186328,3,1,2,4,0
1,186333,4,1,3,0,2
1,186336,4,1,0,2,3
1,186337,0,2,4,3,1
1,186341,3,1,2,4,0
1,186344,0,3,2,1,4
1,186346,0,1,3,4,2
1,186351,2,3,0,4,1
1,186356,0,3,4,1,2
1,186360,0,1,3,4,2
1,186366,2,3,0,1,4
1,186368,3,4,2,1,0
1,186369,0,1,2,3,4
1,186370,3,0,1,4,2
1,186374,1,0,2,4,3
1,186378,4,3,1,2,0
1,186391,1,4,3,2,0
1,186397,4,1,0,3,2
1,186400,4,3,0,1,2
1,186410,2,4,0,1,3
1,186415,2,1,0,4,3
1,186421,3,1,4,2,0
1,186423,1,2,3,0,4
1,186424,0,2,3,1,4
1,186425,0,3,4,2,1
1,186428,2,0,1,3,4
1,186432,2,1,0,3,4
1,186433,1,4,0,2,3
1,186438,2,4,0,3,1
1,186440,1,2,0,3,4
1,186442,0,3,4,2,1
1,186445,3,0,1,2,4
1,186449,2,0,3,4,1
1,186451,3,1,4,0,2
1,186454,3,1,0,2,4
1,186456,3,1,2,0,4
1,186457,0,4,2,1,3
1,186459,1,2,0,3,4
1,186460,2,4,3,1,0
1,186461,2,1,4,0,3
1,186462,3,1,4,0,2
1,186463,3,2,1,0,4
1,186470,2,0,3,4,1
1,186471,3,4,2,0,1
1,186475,2,0,1,3,4
1,186478,1,0,4,3,2
1,186481,0,1,4,3,2
1,186485,2,1,3,4,0
1,186488,4,1,0,2,3
1,186497,1,0,3,4,2
1,186498,1,4,3,2,0
1,186505,3,2,1,4,0
1,186507,2,0,4,1,3
1,186509,4,1,0,2,3
1,186511,0,4,1,3,2
1,186513,1,2,4,3,0
1,186515,3,2,0,4,1
1,186518,2,1,0,4,3
1,186523,4,2,0,1,3
1,186524,2,1,3,4,0
1,186530,2,3,4,1,0
1,186532,4,3,0,2,1
1,186534,1,4,2,0,3
1,186536,0,1,4,3,2
1,186538,0,4,1,2,3
1,186541,3,2,0,4,1
1,186544,1,0,3,4,2
1,186546,1,4,3,2,0
1,186554,3,1,2,0,4
1,186555,3,1,4,0,2
1,186562,4,3,1,0,2
1,186563,3,1,2,4,0
1,186567,3,4,1,2,0
1,186568,2,3,4,1,0
1,186569,0,2,4,3,1
1,186570,2,4,1,3,0
1,186571,1,4,3,2,0
1,186574,0,2,3,4,1
1,186576,3,1,0,2,4
1,186578,0,2,3,1,4
1,186579,4,0,2,3,1
1,186583,1,4,3,2,0
1,186585,0,4,2,3,1
1,186587,4,3,0,1,2
1,186589,2,0,4,1,3
1,186592,2,3,0,1,4
1,186600,3,2,4,1,0
1,186602,1,0,2,4,3
1,186606,2,3,1,0,4
1,186612,2,4,3,0,1
1,186613,1,2,0,4,3
1,186621,2,1,4,0,3
1,186623,1,0,4,3,2
1,186624,0,2,4,1,3
1,186636,1,4,3,0,2
1,186639,3,4,0,1,2
1,186640,2,1,4,3,0
1,186641,3,2,4,0,1
1,186642,4,1,2,0,3
1,186643,4,3,0,1,2
1,186646,3,2,0,4,1
1,186650,2,3,0,4,1
1,186652,0,1,4,3,2
1,186658,0,1,3,4,2
1,186659,3,4,0,1,2
1,186665,3,1,2,4,0
1,186669,1,2,3,4,0
1,186674,1,3,0,2,4
1,186676,4,1,2,0,3
1,186677,0,4,3,2,1
1,186679,0,3,1,2,4
1,186682,1,2,3,4,0
1,186684,1,3,4,0,2
1,186689,2,1,0,3,4
1,186697,1,3,4,0,2
1,186700,3,2,4,1,0
1,186701,2,4,0,3,1
1,186703,3,4,1,2,0
1,186706,3,4,1,2,0
1,186710,3,2,1,0,4
1,186711,0,2,1,3,4
1,186715,0,2,1,3,4
1,186719,3,0,1,4,2
1,186721,4,3,2,0,1
1,186724,4,2,3,0,1
1,186731,3,2,1,0,4
1,186734,3,0,1,2,4
1,186738,3,4,1,0,2
1,186740,3,0,1,2,4
1,186742,0,4,1,2,3
1,186743,1,4,0,2,3
1,186748,0,3,2,4,1
1,186751,4,0,1,2,3
1,186752,3,1,2,4,0
1,186755,1,2,3,0,4
1,186756,4,2,3,0,1
1,186758,2,1,3,4,0
1,186759,3,0,2,4,1
1,186760,3,0,2,1,4
1,186762,4,3,0,2,1
1,186766,2,0,1,3,4
1,186767,1,0,3,2,4
1,186774,4,3,1,0,2
1,186776,4,3,1,2,0
1,186781,2,4,3,1,0
1,186784,4,2,0,3,1
1,186795,3,0,4,2,1
1,186802,4,1,2,3,0
1,186804,1,0,2,4,3
1,186806,4,2,3,1,0
1,186813,1,3,2,4,0
1,186814,0,2,3,1,4
1,186817,0,3,1,4,2
1,186818,1,2,4,3,0
1,186819,2,3,0,1,4
1,186822,3,1,2,0,4
1,186826,3,2,0,1,4
1,186833,4,3,2,0,1
1,186834,1,2,0,3,4
1,186835,0,2,3,1,4
1,186836,1,0,2,4,3
1,186837,2,3,0,1,4
1,186839,2,1,0,4,3
1,186854,3,0,4,1,2
1,186855,0,2,1,4,3
1,186858,2,1,0,4,3
1,186862,1,2,3,4,0
1,186864,0,4,3,1,2
1,186872,0,1,2,3,4
1,186876,1,4,0,2,3
1,186878,0,4,3,1,2
1,186880,2,3,1,0,4
1,186882,2,0,1,3,4
1,186883,0,1,4,3,2
1,186884,3,1,4,0,2
1,186892,1,4,3,0,2
1,186893,1,0,3,2,4
1,186894,3,0,2,4,1
1,186898,2,1,4,3,0
1,186899,3,4,0,1,2
1,186900,4,3,2,1,0
1,186902,4,1,2,0,3
1,186903,2,3,1,0,4
1,186906,4,2,3,0,1
1,186907,3,0,2,1,4
1,186911,3,4,0,1,2
1,186914,1,4,3,0,2
1,186915,0,4,3,1,2
1,186916,1,0,4,3,2
1,186919,1,4,2,3,0
1,186923,3,0,1,4,2
1,186925,4,1,2,0,3
1,186931,3,4,1,0,2
1,186933,3,4,0,1,2
1,186936,0,1,2,4,3
1,186937,2,3,4,0,1
1,186941,3,0,1,2,4
1,186944,0,1,2,4,3
1,186946,3,2,4,0,1
1,186949,1,4,0,3,2
1,186950,3,2,4,1,0
1,186957,2,3,4,0,1
1,186963,1,2,4,0,3
1,186967,4,2,1,3,0
1,186972,2,4,3,1,0
1,186974,1,2,3,0,4
1,186977,3,2,1,0,4
1,186979,1,2,4,0,3
1,186981,0,4,3,2,1
1,186989,4,0,1,2,3
1,186990,2,0,4,1,3
1,186991,3,2,1,0,4
1,186992,2,0,3,4,1
1,186993,0,2,1,4,3
1,186995,2,4,0,1,3
1,186999,1,0,3,2,4
1,187001,0,1,4,3,2
1,187003,0,4,1,3,2
1,187004,3,1,0,2,4
1,187014,1,3,4,0,2
1,187020,0,1,3,4,2
1,187021,1,2,4,3,0
1,187022,2,1,4,3,0
1,187032,3,0,4,1,2
1,187034,0,1,4,3,2
1,187038,3,1,4,2,0
1,187039,3,2,1,0,4
1,187041,0,2,3,4,1
1,187046,0,4,2,3,1
1,187048,1,0,4,3,2
1,187050,3,1,4,2,0
1,187059,2,0,4,3,1
1,187060,4,1,3,2,0
1,187061,3,4,0,1,2
1,187066,3,4,1,2,0
1,187070,1,2,4,3,0
1,187071,0,2,4,3,1
1,187083,2,0,3,4,1
1,187086,3,1,2,0,4
1,187090,1,3,2,4,0
1,187092,1,2,3,4,0
1,187097,2,1,0,3,4
1,187098,0,2,1,4,3
1,187099,3,1,4,0,2
1,187100,2,4,1,0,3
1,187106,3,0,4,1,2
1,187107,4,1,2,3,0
1,187108,2,1,3,4,0
1,187110,3,0,4,2,1
1,187115,1,2,4,3,0
1,187116,2,0,1,3,4
1,187120,1,3,4,2,0
1,187121,3,2,1,4,0
1,187126,1,2,3,4,0
1,187136,3,0,1,2,4
1,187141,0,3,4,1,2
1,187148,2,0,4,3,1
1,187153,0,1,4,3,2
1,187155,2,1,4,3,0
1,187158,0,1,2,4,3
1,187159,0,2,1,3,4
1,187172,2,4,1,0,3
1,187175,4,0,2,3,1
1,187177,4,1,2,3,0
1,187180,0,3,4,1,2
1,187182,4,1,0,2,3
1,187190,0,4,2,3,1
1,187193,0,1,3,4,2
1,187223,0,4,3,2,1
1,187236,3,4,0,1,2
1,187241,1,0,4,3,2
1,187246,0,3,1,2,4
1,187249,2,3,0,1,4
1,187250,3,0,1,2,4
1,187255,4,0,3,1,2
1,187259,1,4,3,0,2
1,187260,1,0,2,4,3
1,187262,2,3,1,4,0
1,187265,0,1,2,4,3
1,187266,3,4,2,0,1
1,187269,4,1,0,3,2
1,187274,1,4,3,2,0
1,187278,4,2,0,1,3
1,187285,2,1,0,4,3
1,187288,2,1,0,4,3
1,187289,0,1,3,4,2
1,187290,2,4,0,1,3
1,187294,3,0,1,2,4
1,187296,4,1,2,3,0
1,187298,3,1,2,4,0
1,187300,1,4,2,0,3
1,187304,1,4,0,2,3
1,187305,2,1,4,0,3
1,187306,2,0,1,3,4
1,187311,3,4,0,1,2
1,187314,0,4,1,2,3
1,187317,3,4,1,0,2
1,187323,2,4,1,0,3
1,187329,0,1,2,3,4
1,187337,4,3,1,2,0
1,187338,0,2,1,4,3
1,187340,3,1,4,0,2
1,187341,3,2,0,1,4
1,187347,2,3,1,4,0
1,187351,3,1,0,2,4
1,187361,4,1,2,0,3
1,187363,3,2,0,4,1
1,187370,2,1,0,4,3
1,187371,3,2,1,0,4
1,187373,0,2,4,1,3
1,187374,3,4,0,2,1
1,187377,1,4,0,3,2
1,187378,1,2,3,4,0
1,187379,1,2,4,0,3
1,187381,3,0,2,1,4
1,187385,3,2,1,4,0
1,187386,0,2,1,4,3
1,187388,2,4,3,1,0
1,187389,4,1,0,3,2
1,187390,4,0,1,2,3
1,187392,2,0,1,3,4
1,187401,2,3,4,0,1
1,187402,3,4,2,0,1
1,187405,1,2,4,0,3
1,187409,0,3,4,2,1
1,187410,3,0,2,4,1
1,187412,4,1,2,0,3
1,187413,1,0,2,3,4
1,187414,4,0,3,1,2
1,187417,1,4,0,2,3
1,187422,3,2,0,4,1
1,187423,0,2,3,1,4
1,187425,0,1,3,2,4
1,187426,3,2,4,1,0
1,187428,1,0,2,4,3
1,187437,0,1,2,4,3
1,187438,3,4,0,2,1
1,187441,2,0,1,3,4
1,187442,3,4,0,2,1
1,187446,0,2,4,3,1
1,187451,4,2,3,1,0
1,187452,3,2,1,4,0
1,187455,1,3,2,4,0
1,187457,3,4,1,2,0
1,187459,1,0,4,2,3
1,187460,2,0,3,4,1
1,187461,2,3,4,1,0
1,187462,3,2,1,0,4
1,187466,1,2,4,3,0
1,187469,2,0,4,3,1
1,187470,1,2,3,0,4
1,187471,1,3,4,0,2
1,187474,1,3,4,0,2
1,187475,1,0,3,4,2
1,187479,1,2,0,3,4
1,187482,0,3,2,4,1
1,187483,1,3,2,0,4
1,187489,3,4,0,2,1
1,187490,1,0,2,3,4
1,187491,0,4,3,2,1
1,187492,3,4,0,2,1
1,187493,3,0,1,4,2
1,187495,3,0,2,1,4
1,187499,1,4,3,0,2
1,187503,2,1,4,0,3
1,187508,3,0,1,4,2
1,187510,1,0,3,2,4
1,187511,3,1,2,4,0
1,187515,3,0,4,2,1
1,187517,3,4,1,2,0
1,187520,3,4,1,0,2
1,187523,1,3,0,2,4
1,187527,4,1,0,3,2
1,187528,3,4,2,1,0
1,187530,1,4,2,0,3
1,187532,1,3,4,0,2
1,187533,3,4,0,1,2
1,187534,1,3,2,0,4
1,187536,3,4,0,1,2
1,187545,2,1,4,0,3
1,187546,4,3,2,0,1
1,187549,0,1,2,3,4
1,187554,2,0,3,4,1
1,187556,0,1,3,4,2
1,187560,3,4,1,0,2
1,187562,3,1,2,0,4
1,187563,2,3,1,0,4
1,187564,4,3,2,0,1
1,187566,0,2,1,4,3
1,187568,0,4,2,1,3
1,187573,3,2,0,4,1
1,187575,4,2,3,1,0
1,187579,0,4,2,1,3
1,187581,2,4,3,0,1
1,187584,3,1,4,0,2
1,187590,2,1,4,3,0
1,187591,0,3,4,2,1
1,187593,3,4,1,0,2
1,187594,2,1,0,3,4
1,187599,4,1,3,2,0
1,187602,3,1,4,0,2
1,187610,0,4,1,2,3
1,187614,3,4,0,1,2
1,187618,3,0,1,4,2
1,187623,3,0,2,4,1
1,187624,1,0,4,3,2
1,187632,1,4,3,2,0
1,187634,1,4,3,0,2
1,187635,4,1,3,0,2
1,187637,1,0,2,4,3
1,187643,2,1,0,3,4
1,187645,2,4,1,3,0
1,187647,1,0,4,3,2
1,187659,1,4,2,0,3
1,187661,1,4,2,0,3
1,187665,3,2,1,0,4
1,187669,3,2,4,0,1
1,187681,2,1,3,4,0
1,187689,2,0,1,3,4
1,187692,3,4,2,0,1
1,187699,4,2,3,1,0
1,187700,3,0,4,1,2
1,187701,0,2,3,1,4
1,187702,4,2,3,1,0
1,187704,2,0,1,3,4
1,187706,2,4,0,1,3
1,187708,2,4,1,3,0
1,187712,1,2,0,3,4
1,187714,0,2,1,4,3
1,187716,1,0,2,3,4
1,187720,0,2,3,4,1
1,187729,4,2,1,0,3
1,187735,0,4,2,1,3
1,187739,3,2,1,4,0
1,187740,4,3,0,1,2
1,187747,4,0,3,1,2
1,187748,4,0,1,2,3
1,187752,4,0,1,3,2
1,187755,4,3,2,1,0
1,187756,0,1,3,4,2
1,187758,2,3,0,1,4
1,187759,2,3,4,0,1
1,187760,0,1,2,4,3
1,187761,1,0,3,2,4
1,187762,0,3,4,2,1
1,187764,3,2,0,1,4
1,187770,3,4,2,1,0
1,187771,1,0,2,3,4
1,187772,4,3,0,2,1
1,187773,4,3,1,2,0
1,187777,0,4,1,2,3
1,187778,1,4,0,3,2
1,187779,0,4,3,1,2
1,187780,1,2,0,4,3
1,187783,2,1,4,0,3
1,187785,1,3,4,0,2
1,187787,1,0,2,3,4
1,187792,3,0,4,2,1
1,187793,4,1,2,0,3
1,187795,4,1,0,3,2
1,187796,0,2,3,4,1
1,187797,4,2,1,3,0
1,187802,4,0,1,2,3
1,187805,3,2,1,4,0
1,187814,0,2,4,3,1
1,187820,4,3,2,1,0
1,187823,4,0,3,2,1
1,187824,0,3,2,1,4
1,187826,4,1,0,3,2
1,187828,3,2,4,0,1
1,187830,3,4,0,2,1
1,187836,1,0,2,4,3
1,187837,4,3,2,0,1
1,187843,4,0,2,3,1
1,187844,3,0,4,1,2
1,187852,2,3,4,1,0
1,187854,1,3,2,4,0
1,187863,2,4,0,3,1
1,187866,3,4,2,1,0
1,187871,1,3,2,0,4
1,187872,0,2,1,4,3
1,187876,4,2,1,3,0
1,187879,1,0,4,3,2
1,187882,0,3,4,1,2
1,187890,0,3,2,4,1
1,187891,1,4,2,3,0
1,187899,3,2,4,1,0
1,187900,1,0,2,3,4
1,187905,0,3,4,1,2
1,187906,4,1,3,2,0
1,187915,1,2,3,4,0
1,187917,3,4,0,1,2
1,187918,0,2,1,3,4
1,187926,0,4,3,1,2
1,187930,2,1,0,3,4
1,187931,0,4,2,1,3
1,187935,4,2,1,0,3
1,187936,1,0,3,2,4
1,187943,4,3,0,1,2
1,187947,3,0,4,2,1
1,187948,4,0,3,2,1
1,187949,2,3,0,1,4
1,187953,4,3,2,1,0
1,187959,1,2,3,4,0
1,187960,2,1,4,0,3
1,187968,1,4,0,2,3
1,187970,2,0,4,1,3
1,187971,4,2,0,1,3
1,187975,3,1,0,4,2
1,187978,0,2,3,1,4
1,187980,0,4,3,1,2
1,187982,0,1,3,2,4
1,187983,3,4,0,1,2
1,187984,3,0,2,1,4
1,187993,2,0,4,3,1
1,187995,3,0,4,1,2
1,188001,4,0,3,1,2
1,188004,0,1,4,3,2
1,188006,2,1,3,4,0
1,188008,4,3,0,1,2
1,188010,0,3,4,1,2
1,188012,2,1,3,0,4
1,188014,4,3,2,1,0
1,188016,0,4,2,1,3
1,188025,0,4,2,1,3
1,188026,0,3,4,1,2
1,188031,3,0,4,2,1
1,188032,3,4,0,1,2
1,188038,2,0,1,4,3
1,188040,4,1,0,2,3
1,188041,3,1,2,4,0
1,188042,0,1,4,3,2
1,188044,0,1,2,4,3
1,188047,2,1,4,0,3
1,188052,0,3,1,2,4
1,188054,2,4,1,0,3
1,188055,1,3,0,4,2
1,188057,3,2,4,0,1
1,188059,4,3,1,0,2
1,188060,2,3,4,0,1
1,188061,1,2,0,3,4
1,188063,0,3,1,2,4
1,188064,2,4,1,0,3
1,188066,4,3,1,0,2
1,188067,2,4,3,1,0
1,188069,2,1,4,3,0
1,188072,2,4,0,3,1
1,188074,0,1,4,3,2
1,188076,0,2,1,4,3
1,188080,4,2,0,1,3
1,188081,2,1,0,4,3
1,188083,1,2,0,4,3
1,188084,4,3,1,2,0
1,188086,4,3,0,1,2
1,188089,0,1,2,4,3
1,188093,0,4,3,2,1
1,188096,0,3,4,1,2
1,188107,3,2,1,0,4
1,188111,1,0,3,2,4
1,188114,4,3,1,0,2
1,188115,0,1,2,3,4
1,188120,2,4,3,1,0
1,188125,4,2,0,3,1
1,188126,1,4,0,2,3
1,188132,4,3,0,1,2
1,188133,4,3,1,2,0
1,188137,1,2,3,0,4
1,188140,0,1,3,4,2
1,188151,0,2,1,4,3
1,188164,4,3,1,0,2
1,188165,0,3,4,1,2
1,188166,3,2,1,4,0
1,188180,0,3,2,4,1
1,188184,1,3,4,0,2
1,188187,0,2,1,3,4
1,188190,2,4,3,1,0
1,188191,4,3,0,2,1
1,188193,4,2,3,1,0
1,188194,0,4,3,1,2
1,188200,4,3,2,0,1
1,188202,0,3,1,2,4
1,188206,0,3,4,2,1
1,188209,3,1,0,2,4
1,188211,0,2,3,4,1
1,188212,0,1,4,2,3
1,188213,2,4,0,3,1
1,188214,4,0,1,3,2
1,188222,1,0,2,4,3
1,188224,1,0,4,3,2
1,188227,3,4,0,2,1
1,188232,2,1,0,3,4
1,188236,2,0,1,3,4
1,188238,3,4,1,2,0
1,188243,0,2,1,4,3
1,188255,4,2,1,0,3
1,188256,1,2,0,4,3
1,188268,2,4,3,0,1
1,188271,4,2,3,0,1
1,188276,1,3,0,4,2
1,188278,1,4,2,3,0
1,188281,0,1,2,4,3
1,188288,0,3,1,2,4
1,188291,1,2,4,0,3
1,188292,2,3,1,0,4
1,188296,4,1,2,0,3
1,188299,2,0,4,3,1
1,188300,2,1,4,3,0
1,188302,4,3,1,2,0
1,188303,0,2,3,4,1
1,188304,0,3,4,2,1
1,188305,2,3,1,4,0
1,188306,0,3,2,4,1
1,188314,2,1,0,3,4
1,188317,3,4,0,2,1
1,188332,1,0,2,3,4
1,188333,3,2,4,0,1
1,188338,4,2,1,0,3
1,188341,2,1,0,4,3
1,188342,0,1,2,3,4
1,188343,3,4,2,1,0
1,188344,2,1,0,3,4
1,188345,2,0,1,4,3
1,188347,4,1,0,2,3
1,188349,3,0,1,2,4
1,188360,3,2,4,0,1
1,188361,3,4,2,1,0
1,188365,0,3,2,4,1
1,188381,4,0,1,2,3
1,188386,2,1,0,4,3
1,188389,1,4,2,0,3
1,188390,0,3,2,4,1
1,188392,4,1,2,3,0
1,188402,1,0,4,3,2
1,188403,3,2,4,1,0
1,188405,3,4,1,0,2
1,188406,4,3,2,0,1
1,188411,2,3,0,4,1
1,188412,4,0,2,3,1
1,188417,3,1,2,0,4
1,188425,1,2,0,4,3
1,188428,0,4,3,1,2
1,188430,0,3,2,1,4
1,188431,2,1,4,3,0
1,188433,3,0,2,4,1
1,188439,4,3,2,1,0
1,188442,1,4,2,3,0
1,188446,0,2,4,1,3
1,188447,2,3,0,1,4
1,188449,4,2,1,0,3
1,188458,4,1,3,0,2
1,188468,1,4,2,0,3
1,188471,1,2,3,4,0
1,188478,3,1,2,4,0
1,188480,2,4,0,3,1
1,188482,3,4,2,0,1
1,188484,4,3,2,1,0
1,188490,4,3,1,0,2
1,188491,2,0,4,1,3
1,188492,1,3,0,4,2
1,188495,4,2,1,3,0
1,188502,0,1,3,4,2
1,188504,2,4,0,1,3
